term,tagging_id,frequency_in_corpus,family,genus,species
permanently,5361,777,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
petrify,5392,523,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
pierce,536,4626,danger,,gameplay/damage-types
pierce,548,4626,danger,,missiles
pit,5592,2011,danger,adventuring/the-lonely-grave,hazard/trap
prone,5356,2214,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
purify,2741,249,danger,priest-behavior,gameplay/combat/status-condition
quicksand,3408,166,danger,adventure/hazard,hazard/trap
radiant,542,1508,danger,,gameplay/damage-types
radiant,554,1508,danger,,missiles
ray,557,1393,danger,,missiles
razor,3513,293,danger,the-human-body,hazard/barbed-wire
render,5384,565,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
restrain,5355,1019,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
scythe,3517,269,danger,the-human-body,hazard/barbed-wire
shadowy,3958,335,danger,adventuring/danger-in-the-deep,organized-crime/underworld
shock,5365,1696,danger,,gameplay/combat/statuses-and-conditions
sicken,5385,511,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
slash,537,3006,danger,,gameplay/damage-types
slash,549,3006,danger,,missiles
sonic,546,436,danger,,gameplay/damage-types
sonic,565,436,danger,,missiles
spine,3512,369,danger,the-human-body,hazard/barbed-wire
splash,559,437,danger,,missiles
spray,561,501,danger,,missiles
stoneskin,2742,129,danger,,gameplay/combat/status-condition
struck,5369,827,danger,adventure/hazard,gameplay/combat/statuses-and-conditions
stuck,5386,737,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
stun,5364,2686,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
stupefy,5395,232,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
successfully,5362,1035,danger,magic,gameplay/combat/statuses-and-conditions
surprised,5378,717,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
swallow,5379,552,danger,adventure/hazard,gameplay/combat/statuses-and-conditions
temporarily,5358,788,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
tendril,3519,334,danger,the-human-body,hazard/barbed-wire
thorn,3516,466,danger,the-human-body,hazard/barbed-wire
thunder,539,1442,danger,,gameplay/damage-types
thunder,551,1442,danger,,missiles
trap,5596,6963,danger,adventuring/hazard,hazard/trap
unaffected,5371,650,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
unaware,5388,320,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
unconscious,5357,1467,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
undercity,3961,187,danger,adventuring/danger-in-the-deep,organized-crime/underworld
underneath,3956,242,danger,adventuring/the-lonely-grave,organized-crime/underworld
undetected,5389,237,danger,adventuring/hazard,gameplay/combat/statuses-and-conditions
warren,3960,295,danger,adventuring/danger-in-the-deep,organized-crime/underworld
whip,3515,633,danger,the-human-body,hazard/barbed-wire
whirl,3518,240,danger,the-human-body,hazard/barbed-wire
aberrant,1705,350,evil,hell,pandemonium
betrayer,1714,147,evil,hell,pandemonium
bind,2859,603,evil,magic,magic/dark-magic
binding,2863,529,evil,hell,magic/dark-magic
blood,2852,5723,evil,hell,magic/dark-magic
cannibal,5041,112,evil,hell,outsider-threat
consume,2856,1124,evil,adventure/hazard,magic/dark-magic
corruption,1849,764,evil,hell,tyrants-and-rebels
daemon,1698,242,evil,hell,pandemonium
degenerate,5081,107,evil,hell,outsider-threat
demon,3819,4436,evil,hell,hell/denizens
demonic,1709,720,evil,hell,pandemonium
den,3276,767,evil,adventuring/danger-in-the-deep,lurk
denizen,3273,670,evil,adventuring/danger-in-the-deep,lurk
destroyer,1719,153,evil,hell,pandemonium
devil,3820,2701,evil,hell,hell/denizens
devious,1910,155,evil,hell,pandemonium
devourer,1707,311,evil,hell,pandemonium
evil,3821,7911,evil,hell,hell
extract,2861,380,evil,adventure/hazard,magic/dark-magic
faceless,1718,122,evil,hell,pandemonium
fiend,3823,1504,evil,hell,hell/denizens
fiendish,1693,295,evil,hell,pandemonium
frightful,2606,301,evil,,supernatural/ghost
hag,3822,1593,evil,hell,hell/denizens
haunt,3277,1635,evil,adventuring/danger-in-the-deep,lurk
hell,1712,1812,evil,hell,pandemonium
hiding,3275,896,evil,adventuring/danger-in-the-deep,lurk
hound,3824,799,evil,hell,hell/denizens
infest,3282,363,evil,adventuring/danger-in-the-deep,lurk
insidious,1909,123,evil,hell,pandemonium
lurk,3278,668,evil,adventuring/danger-in-the-deep,lurk
malevolent,1694,340,evil,hell,pandemonium
merciless,4863,108,evil,hell,hell
mislead,1906,178,evil,,pandemonium
nameless,1716,124,evil,hell,pandemonium
necromantic,2867,209,evil,hell,magic/dark-magic
nest,3274,799,evil,adventuring/danger-in-the-deep,lurk
pact,2853,866,evil,hell,magic/dark-magic
prowl,3280,361,evil,adventuring/danger-in-the-deep,lurk
reaver,4861,103,evil,hell,hell/denizens
roam,3281,414,evil,adventuring/danger-in-the-deep,lurk
scourge,4859,171,evil,hell,hell/denizens
siphon,2868,142,evil,adventure/hazard,magic/dark-magic
slavery,1629,273,evil,chaos-and-conflict,tyrants-and-rebels
stalk,3279,428,evil,adventuring/danger-in-the-deep,lurk
succubus,4857,176,evil,hell,hell/denizens
thirteen,4865,113,evil,hell,hell
troglodyte,5040,144,evil,hell,outsider-threat
undead,3815,4220,evil,hell,supernatural/being/undead
undeath,1692,258,evil,hell,pandemonium
undying,1700,319,evil,hell,pandemonium
unholy,1704,355,evil,hell,pandemonium
wicked,4858,375,evil,hell,devil
acrobatics,614,1660,game,,gameplay/pc-skills-and-abilities
activates,5409,304,game,,gameplay/rules-lawyering
active,5398,3327,game,chaos-and-conflict,gameplay/rules-lawyering
adjacent,5401,2153,game,adventure/hazard,gameplay/rules-lawyering
agility,616,1204,game,,gameplay/pc-skills-and-abilities
alchemy,610,495,game,,gameplay/pc-skills-and-abilities
athletics,613,2919,game,,gameplay/pc-skills-and-abilities
auditory,3677,264,game,game-combat,gameplay
bluff,619,508,game,,gameplay/pc-skills-and-abilities
bypass,5414,287,game,,gameplay/rules-lawyering
capable,5397,1328,game,game-combat,gameplay/rules-lawyering
character,3323,65430,game,,gameplay
compel,5412,690,game,action/social-verbs,gameplay/rules-lawyering
contingency,3685,135,game,game-combat,gameplay
counterspell,3682,154,game,game-combat,gameplay
cure,5438,1462,game,game-combat,gameplay/hp/damage
curse,5439,3852,game,game-combat,gameplay/hp/damage
dam,5430,534,game,game-combat,gameplay/hp/damage
damage,5468,48549,game,game-combat,gameplay/hp/resistances
darkvision,625,2595,game,game-combat,gameplay/pc-skills-and-abilities
deal,5431,8574,game,,gameplay/hp/damage
dealt,5432,700,game,,gameplay/hp/damage
deception,620,1416,game,,gameplay/pc-skills-and-abilities
declare,5406,1192,game,,gameplay/rules-lawyering
declares,5407,343,game,,gameplay/rules-lawyering
delayed,5416,328,game,game-combat,gameplay/rules-lawyering
diplomacy,621,1066,game,,gameplay/pc-skills-and-abilities
disease,5440,2669,game,game-combat,gameplay/hp/damage
distance,5480,3036,game,game-combat,gameplay/positioning
drain,5464,1961,game,game-combat,gameplay/hp/damage
drawback,4549,372,game,,gameplay
dx,607,1359,game,,gameplay/pc-skills-and-abilities
endurance,615,1619,game,,gameplay/pc-skills-and-abilities
enter,5399,3264,game,,gameplay/rules-lawyering
enters,5400,1123,game,,gameplay/rules-lawyering
exhaustion,5463,680,game,game-combat,gameplay/hp/damage
fatigue,5467,888,game,game-combat,gameplay/hp/damage
gm,3325,11684,game,,gameplay
harm,5428,4070,game,game-combat,gameplay/hp/damage
heal,5437,7337,game,game-combat,gameplay/hp/damage
health,5429,2060,game,game-combat,gameplay/hp/damage
height,5485,1314,game,game-combat,gameplay/positioning
ignore,5403,1936,game,,gameplay/rules-lawyering
ignores,5408,476,game,,gameplay/rules-lawyering
immune,5469,2001,game,game-combat,gameplay/hp/resistances
immunity,5471,2967,game,game-combat,gameplay/hp/resistances
impact,5446,1665,game,game-combat,gameplay/hp/damage
impose,5404,823,game,,gameplay/rules-lawyering
incapacitation,3678,248,game,game-combat,gameplay
inflict,5448,1321,game,,gameplay/hp/damage
inflicts,5449,543,game,,gameplay/hp/damage
injury,5436,1710,game,game-combat,gameplay/hp/damage
insight,603,1484,game,,gameplay/pc-skills-and-abilities
intimidate,618,796,game,,gameplay/pc-skills-and-abilities
intimidation,622,1272,game,,gameplay/pc-skills-and-abilities
invocation,3679,365,game,game-combat,gameplay
invoke,5413,647,game,,gameplay/rules-lawyering
iq,606,2484,game,,gameplay/pc-skills-and-abilities
k,608,294,game,,gameplay/pc-skills-and-abilities
keyword,4545,347,game,game-combat,gameplay
length,5484,1446,game,game-combat,gameplay/positioning
lore,605,2674,game,,gameplay/pc-skills-and-abilities
lose,5445,8606,game,action/quest-verbs,gameplay/hp/damage
loses,5443,1430,game,,gameplay/hp/damage
medicine,609,794,game,,gameplay/pc-skills-and-abilities
metamagic,3680,338,game,game-combat,gameplay
mod,3327,955,game,game-combat,gameplay
modification,4548,405,game,game-combat,gameplay
momentum,5441,2086,game,game-combat,gameplay/hp/damage
movement,5474,5550,game,game-combat,gameplay/positioning
multiattack,3672,986,game,game-combat,gameplay
multiclass,4547,265,game,game-combat,gameplay
negative,5459,1927,game,game-combat,gameplay/hp/damage
obey,5410,473,game,action/social-verbs,gameplay/rules-lawyering
obeys,5411,193,game,,gameplay/rules-lawyering
ongoing,5457,1257,game,game-combat,gameplay/hp/damage
pc,3326,10883,game,,gameplay
perception,624,8149,game,,gameplay/pc-skills-and-abilities
perk,4546,399,game,,gameplay
persistent,5458,871,game,game-combat,gameplay/hp/damage
persuasion,623,972,game,,gameplay/pc-skills-and-abilities
player,3324,24304,game,,gameplay
positive,5460,1116,game,game-combat,gameplay/hp/damage
prevent,5452,1578,game,,gameplay/hp/damage
prevents,5453,494,game,,gameplay/hp/damage
quicken,3684,159,game,game-combat,gameplay
range,5476,18771,game,game-combat,gameplay/positioning
rate,5475,1637,game,game-combat,gameplay/positioning
reach,5477,10665,game,adventuring/verbs,gameplay/positioning
recharges,3673,254,game,game-combat,gameplay
recover,5461,1892,game,action/quest-verbs,gameplay/hp/damage
recovery,5466,923,game,game-combat,gameplay/hp/damage
regain,5454,1505,game,action/quest-verbs,gameplay/hp/damage
regains,5444,1156,game,,gameplay/hp/damage
release,5405,1555,game,adventure/hazard,gameplay/rules-lawyering
remove,5442,3523,game,,gameplay/hp/damage
reroll,5396,786,game,,gameplay/rules-lawyering
resistance,5470,5263,game,game-combat,gameplay/hp/resistances
restore,5462,1238,game,action/quest-verbs,gameplay/hp/damage
reusable,3675,244,game,game-combat,gameplay
reverse,5415,483,game,,gameplay/rules-lawyering
signature,3681,393,game,game-combat,gameplay
sleight,604,359,game,,gameplay/pc-skills-and-abilities
speed,5472,10424,game,game-combat,gameplay/positioning
stackable,3676,107,game,game-combat,gameplay
stage,5447,2001,game,game-combat,gameplay/hp/damage
stealth,611,3602,game,,gameplay/pc-skills-and-abilities
strain,5456,716,game,game-combat,gameplay/hp/damage
streetwise,617,374,game,,gameplay/pc-skills-and-abilities
stress,5455,1703,game,game-combat,gameplay/hp/damage
subtract,5434,732,game,,gameplay/hp/damage
suffer,5450,3650,game,,gameplay/hp/damage
suffers,5451,1272,game,,gameplay/hp/damage
surge,5465,1269,game,game-combat,gameplay/hp/damage
survival,612,2129,game,,gameplay/pc-skills-and-abilities
take,5433,39168,game,,gameplay/hp/damage
unoccupied,5402,584,game,adventure/hazard,gameplay/rules-lawyering
wound,5435,4976,game,game-combat,gameplay/hp/damage
belief,5134,1335,good,hook/pious-knight,knightly-virtue
belief,5163,1335,good,hook/pious-knight,religion/piety
brotherhood,5167,314,good,hook/pious-knight,religion/piety
caste,5119,399,good,hook/pious-knight,knightly-virtue
church,5168,1020,good,hook/pious-knight,religion/piety
condemn,1675,117,good,,religion
consecrate,1672,123,good,priest-behavior,religion
creed,1677,127,good,hook/pious-knight,religion
deity,5150,3957,good,hook/pious-knight,religion/piety
desecrate,1676,104,good,priest-behavior,religion
devotion,5122,562,good,hook/pious-knight,knightly-virtue
devotion,5170,562,good,hook/pious-knight,religion/piety
devout,1663,197,good,hook/pious-knight,religion
doctrine,5138,274,good,hook/pious-knight,knightly-virtue
doctrine,5172,274,good,hook/pious-knight,religion/piety
duty,5127,1527,good,hook/pious-knight,knightly-virtue
duty,5144,1527,good,hook/pious-knight,religion/piety
enlighten,1669,168,good,hook/pious-knight,religion
exalt,1682,186,good,hook/pious-knight,religion
faith,5158,2286,good,hook/pious-knight,religion/piety
faithful,1661,602,good,hook/pious-knight,religion
forgive,1978,142,good,hook/pious-knight,religion
forgive,1984,142,good,hook/pious-knight,religion/sins
grail,1654,261,good,hook/pious-knight,item/religion
hallow,1678,103,good,priest-behavior,religion
harmony,5136,523,good,hook/pious-knight,knightly-virtue
harmony,5165,523,good,hook/pious-knight,religion/piety
hierarchy,5120,531,good,hook/pious-knight,knightly-virtue
hierarchy,5159,531,good,hook/pious-knight,religion/piety
honor,5132,2019,good,hook/pious-knight,knightly-virtue
honor,5156,2019,good,hook/pious-knight,religion/piety
initiation,1674,267,good,hook/pious-knight,religion
justice,5126,981,good,hook/pious-knight,knightly-virtue
justice,5143,981,good,hook/pious-knight,religion/piety
loyalty,5133,1043,good,hook/pious-knight,knightly-virtue
loyalty,5157,1043,good,hook/pious-knight,religion/piety
merciful,1979,108,good,hook/pious-knight,religion
nature,5130,6936,good,hook/pious-knight,knightly-virtue
oath,5123,1491,good,hook/pious-knight,knightly-virtue
oath,5140,1491,good,hook/pious-knight,religion/piety
origin,5131,1583,good,level-up,knightly-virtue
pantheon,5153,763,good,hook/pious-knight,religion/piety
peace,5125,1298,good,,knightly-virtue
peace,5142,1298,good,,religion/piety
pious,1980,174,good,hook/pious-knight,religion
principle,5135,689,good,hook/pious-knight,knightly-virtue
principle,5164,689,good,hook/pious-knight,religion/piety
reborn,1670,134,good,action/quest-verbs,religion
reincarnate,1673,103,good,action/quest-verbs,religion
religion,5151,2659,good,hook/pious-knight,religion/piety
religious,5152,1599,good,hook/pious-knight,religion/piety
respect,5121,1770,good,hook/pious-knight,knightly-virtue
respect,5148,1770,good,hook/pious-knight,religion/piety
revere,5129,599,good,hook/pious-knight,knightly-virtue
revere,5146,599,good,hook/pious-knight,religion/piety
stigma,1982,122,good,hook/virtues-and-sins,religion
teaching,1665,203,good,hook/pious-knight,religion
tenet,5139,247,good,hook/pious-knight,knightly-virtue
valorous,1981,122,good,hook/virtues-and-sins,religion
virtue,5137,554,good,hook/pious-knight,knightly-virtue
virtue,5171,554,good,hook/pious-knight,religion/piety
virtuous,1680,128,good,hook/pious-knight,religion
vow,5124,1440,good,hook/pious-knight,knightly-virtue
vow,5141,1440,good,hook/pious-knight,religion/piety
worship,5128,2399,good,hook/pious-knight,knightly-virtue
worship,5145,2399,good,hook/pious-knight,religion/piety
fond,1577,184,heart,,affection
accordance,4887,100,hearth,,affinity-difference
addiction,3176,342,hearth,game-combat,desire
affiliate,4883,138,hearth,,affinity-difference
ale,2238,353,hearth,safe-harbor,food
appeal,6360,489,hearth,,desire/verb/having-wanting
apple,2228,197,hearth,safe-harbor,food
ask,6365,4206,hearth,,desire/verb/having-wanting
asks,6364,824,hearth,,desire/verb/having-wanting
associate,1184,2216,hearth,,theme/relatedness
attic,2373,119,hearth,safe-harbor,home/room
available,6356,2925,hearth,level-up,desire/verb/having-wanting
baby,1568,226,hearth,safe-harbor,affection/family
basement,2366,205,hearth,safe-harbor,home/room
basket,2385,157,hearth,safe-harbor,home/furniture
bean,2213,112,hearth,safe-harbor,food
bedroll,2384,118,hearth,safe-harbor,home/furniture
bedroom,2362,193,hearth,safe-harbor,home/room
beer,2241,251,hearth,safe-harbor,food
beloved,1574,258,hearth,hook/virtues-and-sins,affection/romance
bench,2380,173,hearth,safe-harbor,home/furniture
berry,2227,228,hearth,safe-harbor,food
blanket,2379,234,hearth,safe-harbor,home/furniture
bond,1188,2549,hearth,,theme/relatedness
brazier,2275,257,hearth,safe-harbor,home/hearth
bread,2242,210,hearth,safe-harbor,food
breeding,4949,189,hearth,safe-harbor,peasant/farming
bunk,2364,116,hearth,safe-harbor,home/room
cabinet,2382,159,hearth,safe-harbor,home/furniture
calm,490,708,hearth,safe-harbor,cozy
carpet,2376,248,hearth,safe-harbor,home/furniture
cattle,1356,234,hearth,safe-harbor,peasant/farming
cauldron,2272,245,hearth,safe-harbor,home/hearth
cheese,2204,121,hearth,safe-harbor,food
chicken,2219,148,hearth,safe-harbor,food
chooses,6366,1117,hearth,,desire/verb/having-wanting
clean,3567,846,hearth,safe-harbor,cozy
cleaning,3559,167,hearth,safe-harbor,peasant
closet,2372,141,hearth,safe-harbor,home/room
clutter,2359,124,hearth,safe-harbor,home
coal,2273,233,hearth,safe-harbor,home/hearth
coffee,2214,102,hearth,safe-harbor,food
combine,1190,1874,hearth,,theme/relatedness
comfort,491,545,hearth,hook/virtues-and-sins,cozy
comparison,4882,171,hearth,,affinity-difference
compatible,4889,109,hearth,,affinity-difference
concert,4886,144,hearth,,affinity-difference
conjunction,4884,182,hearth,,affinity-difference
consort,4879,238,hearth,action/social-verbs,affinity-difference
contend,4881,125,hearth,,affinity-difference
converse,4880,136,hearth,,affinity-difference
cooked,2215,108,hearth,safe-harbor,food
cooking,3558,259,hearth,safe-harbor,peasant
cramped,2358,173,hearth,safe-harbor,home
crop,3569,457,hearth,safe-harbor,peasant
crucial,6350,351,hearth,,desire/verb/having-wanting
dear,1571,151,hearth,hook/virtues-and-sins,affection/family
desire,6369,2326,hearth,action/social-verbs,desire/verb/having-wanting
diet,4950,183,hearth,safe-harbor,peasant/farming
dirty,3553,644,hearth,safe-harbor,peasant
dish,2207,173,hearth,safe-harbor,food
domesticate,4946,123,hearth,safe-harbor,peasant/farming
draft,4944,280,hearth,safe-harbor,peasant/farming
drink,2233,1617,hearth,safe-harbor,food
drinking,2237,522,hearth,safe-harbor,food
dry,3566,951,hearth,safe-harbor,cozy
dusty,2367,273,hearth,safe-harbor,home
edible,2221,134,hearth,safe-harbor,food
enjoy,6362,1299,hearth,,desire/verb/having-wanting
familiar,1187,1780,hearth,,theme/relatedness
fare,4951,203,hearth,,peasant/farming
farm,3572,1024,hearth,safe-harbor,peasant/farming
fascinate,3175,320,hearth,,desire
fence,3554,555,hearth,safe-harbor,peasant
fireplace,2274,176,hearth,safe-harbor,home/hearth
fish,2230,995,hearth,safe-harbor,food
fishing,3570,460,hearth,safe-harbor,peasant
fond,1576,184,hearth,,affection
food,2229,3957,hearth,safe-harbor,food
forage,3571,345,hearth,safe-harbor,peasant
fresh,2236,838,hearth,safe-harbor,food
fruit,2222,430,hearth,safe-harbor,food
fry,2212,128,hearth,safe-harbor,food
furnish,2363,133,hearth,safe-harbor,home
furnishing,2375,214,hearth,safe-harbor,home/furniture
furniture,2374,245,hearth,safe-harbor,home/furniture
gaze,3352,691,hearth,,emotional-communication
glance,3354,380,hearth,,emotional-communication
grain,2239,439,hearth,safe-harbor,food
grandfather,1564,191,hearth,hook/virtues-and-sins,affection/family
greed,3169,538,hearth,hook/virtues-and-sins,desire
handler,4945,156,hearth,safe-harbor,peasant/farming
hardy,4947,234,hearth,social-roles,peasant/farming
harvest,3568,682,hearth,safe-harbor,peasant
hate,3164,970,hearth,hook/virtues-and-sins,desire
hatred,3166,745,hearth,chaos-and-conflict,desire
heap,2368,234,hearth,safe-harbor,home
heart,3351,3272,hearth,hook/virtues-and-sins,emotional-communication
hearth,2276,241,hearth,safe-harbor,home/hearth
herd,3573,589,hearth,safe-harbor,peasant
honey,2209,120,hearth,safe-harbor,food
hope,488,2038,hearth,action/social-verbs,cozy
hot,3564,1151,hearth,safe-harbor,cozy
household,2632,352,hearth,faction,home
hunger,3165,642,hearth,hook/virtues-and-sins,desire
important,6357,4841,hearth,,desire/verb/having-wanting
impulse,3174,338,hearth,hook/virtues-and-sins,desire
incite,3173,236,hearth,action/social-verbs,desire
instinct,3178,1128,hearth,hook/virtues-and-sins,desire
intend,6352,1462,hearth,,desire/verb/having-wanting
interact,1185,1620,hearth,,theme/relatedness
interacts,4888,115,hearth,,affinity-difference
interest,6358,4699,hearth,,desire/verb/having-wanting
interested,6359,873,hearth,,desire/verb/having-wanting
kiss,1575,224,hearth,adventure/hazard,affection/romance
laugh,3355,460,hearth,,emotional-communication
legged,4943,121,hearth,safe-harbor,peasant/farming
livestock,3560,248,hearth,safe-harbor,peasant
love,3163,2929,hearth,hook/virtues-and-sins,desire
lover,1572,417,hearth,hook/virtues-and-sins,affection/romance
lumber,3562,220,hearth,safe-harbor,peasant
lump,2211,114,hearth,safe-harbor,food
lust,3167,247,hearth,hook/virtues-and-sins,desire
makeshift,3563,161,hearth,safe-harbor,peasant
manage,6372,1432,hearth,,desire/verb/having-wanting
married,1569,184,hearth,hook/virtues-and-sins,affection/family
marry,1570,211,hearth,action/social-verbs,affection/family
mature,4948,213,hearth,artifice,peasant/farming
meal,2235,768,hearth,safe-harbor,food
meat,2231,870,hearth,safe-harbor,food
mesh,4890,115,hearth,,affinity-difference
milk,2201,152,hearth,safe-harbor,food
mill,3555,313,hearth,safe-harbor,peasant
mingle,4878,202,hearth,,affinity-difference
mistress,1566,214,hearth,hook/virtues-and-sins,affection/family
mug,2205,154,hearth,safe-harbor,food
mushroom,2224,317,hearth,safe-harbor,food
necessary,6354,2028,hearth,,desire/verb/having-wanting
need,6368,14995,hearth,,desire/verb/having-wanting
overlap,4885,362,hearth,,affinity-difference
pan,2206,260,hearth,safe-harbor,food
passion,3170,443,hearth,hook/virtues-and-sins,desire
pinch,2220,241,hearth,safe-harbor,food
pleasure,492,506,hearth,hook/virtues-and-sins,cozy
possible,6355,4388,hearth,,desire/verb/having-wanting
prefer,6363,1862,hearth,,desire/verb/having-wanting
quiet,489,896,hearth,safe-harbor,cozy
ration,2234,374,hearth,safe-harbor,food
refuge,485,421,hearth,safe-harbor,cozy
refuse,6373,1225,hearth,action/social-verbs,desire/verb/having-wanting
related,1189,1697,hearth,level-up,theme/relatedness
relationship,1191,1785,hearth,,theme/relatedness
resonate,4891,103,hearth,,affinity-difference
responsible,6371,626,hearth,,desire/verb/having-wanting
rice,2218,159,hearth,safe-harbor,food
roast,2216,125,hearth,safe-harbor,food
rug,2378,244,hearth,safe-harbor,home/furniture
safe,483,1838,hearth,safe-harbor,cozy
safety,486,887,hearth,hook/virtues-and-sins,cozy
salt,2225,481,hearth,safe-harbor,food
seat,3101,858,hearth,safe-harbor,home/furniture
shelter,484,806,hearth,safe-harbor,cozy
sibling,1565,287,hearth,hook/virtues-and-sins,affection/family
similar,1186,3559,hearth,level-up,theme/relatedness
smile,3353,606,hearth,,emotional-communication
soup,2203,127,hearth,safe-harbor,food
spacious,2360,102,hearth,safe-harbor,home
spice,2240,317,hearth,safe-harbor,food
spoil,4941,498,hearth,safe-harbor,peasant/farming
stall,3556,274,hearth,safe-harbor,peasant
stare,3356,254,hearth,,emotional-communication
stew,2210,116,hearth,safe-harbor,food
stool,2381,121,hearth,safe-harbor,home/furniture
strive,6361,396,hearth,action/social-verbs,desire/verb/having-wanting
succumb,3172,144,hearth,action/social-verbs,desire
suitable,6353,743,hearth,,desire/verb/having-wanting
sweet,2226,331,hearth,safe-harbor,food
swore,1573,124,hearth,action/social-verbs,affection/romance
tankard,2208,111,hearth,safe-harbor,food
tea,2202,185,hearth,safe-harbor,food
thirst,3168,230,hearth,hook/virtues-and-sins,desire
thirsty,3171,101,hearth,safe-harbor,desire
trunk,2377,284,hearth,safe-harbor,home/furniture
uncle,1567,166,hearth,hook/virtues-and-sins,affection/family
upstairs,2371,103,hearth,safe-harbor,home/room
urge,3177,700,hearth,action/social-verbs,desire
vegetable,2223,243,hearth,safe-harbor,food
vital,6351,744,hearth,,desire/verb/having-wanting
want,6367,13081,hearth,,desire/verb/having-wanting
wardrobe,2383,145,hearth,safe-harbor,home/furniture
warm,3565,760,hearth,safe-harbor,cozy
wheat,2217,139,hearth,safe-harbor,food
wine,2232,973,hearth,safe-harbor,food
wish,6370,3067,hearth,action/social-verbs,desire/verb/having-wanting
wonder,487,1152,hearth,,cozy
yield,4942,428,hearth,artifice,peasant/farming
accounting,4401,147,item,stuff/commerce,accounting
accrue,2733,147,item,stuff/accounting,accounting/profits-and-loss
accumulate,2736,374,item,stuff/accounting,accounting/profits-and-loss
accuracy,1325,436,item,stuff/accounting,item
administration,4400,223,item,stuff/commerce,accounting
agricultural,3091,158,item,stuff/commerce,economy
agriculture,3090,188,item,stuff/commerce,economy
allocate,2737,225,item,stuff/accounting,accounting/profits-and-loss
amass,2180,158,item,,item/treasure
arm,673,5034,item,chaos-and-conflict,weaponry
armored,674,651,item,chaos-and-conflict,weaponry
arrow,680,2240,item,,weaponry
artifact,2509,1987,item,stuff/treasure,item/loot
assistance,6086,465,item,stuff/commerce,employment
attunement,2797,854,item,,item
availability,1327,201,item,stuff/commerce,item
ax,721,341,item,stuff/weapon,weaponry
axe,691,1360,item,stuff/weapon,weaponry
backpack,2176,226,item,stuff/mundane,item/treasure
badge,2642,110,item,,attire/insignia
bag,507,1047,item,stuff/mundane,items
ball,514,796,item,stuff/mundane,items
banner,2635,506,item,,attire/insignia
barrel,497,663,item,stuff/mundane,items
battleaxe,53,166,item,stuff/weapon,arsenal/weaponry
battleaxe,742,166,item,stuff/weapon,weaponry
bazaar,1431,128,item,stuff/commerce,establishment/commerce
bearing,2624,542,item,,attire/general
bed,502,851,item,stuff/mundane,items
bell,518,463,item,stuff/mundane,items
belt,85,794,item,,attire/garment
blade,662,3589,item,stuff/weapon,weaponry
bladed,42,159,item,stuff/weapon,arsenal/weaponry
bladed,731,159,item,stuff/weapon,weaponry
bludgeon,39,173,item,stuff/weapon,arsenal/weaponry
bludgeon,727,173,item,stuff/weapon,weaponry
bludgeoning,653,3207,item,,weaponry
bolt,681,1866,item,,weaponry
bomb,683,930,item,chaos-and-conflict,weaponry
boot,84,967,item,,attire/garment
bottle,515,670,item,stuff/mundane,items
bounty,4078,498,item,social-roles,commerce
bow,690,1662,item,stuff/weapon,weaponry
bracelet,2150,122,item,,attire/accessory/jewelry
bracelet,2196,122,item,,item/treasure
bracer,82,231,item,,attire/armor
breastplate,90,213,item,,attire/armor
broadsword,43,161,item,stuff/weapon,arsenal/weaponry
broadsword,732,161,item,stuff/weapon,weaponry
brooch,2148,143,item,,attire/accessory/jewelry
brooch,2192,143,item,,item/treasure
buckler,45,148,item,stuff/weapon,arsenal/weaponry
buckler,734,148,item,stuff/weapon,weaponry
budget,1299,191,item,stuff/commerce,accounting
bulk,1275,1498,item,,commerce/logistics-value-mercantile
bullet,682,633,item,chaos-and-conflict,weaponry
bundle,2175,282,item,stuff/mundane,item/treasure
business,6073,2644,item,stuff/commerce,commerce
buyer,6074,298,item,stuff/commerce,commerce
cache,2516,279,item,stuff/treasure,item/loot
calculate,1292,653,item,stuff/accounting,accounting
candle,505,621,item,,items
cannon,716,411,item,chaos-and-conflict,weaponry
capacity,1272,657,item,stuff/commerce,commerce/logistics-value-mercantile
cape,2137,229,item,,attire/garment
caravan,4075,932,item,,commerce
carving,3319,182,item,,art
cash,6071,345,item,stuff/commerce,commerce
cask,510,206,item,stuff/mundane,items
chainmail,89,285,item,,attire/armor
chair,503,534,item,stuff/mundane,items
chalice,2200,104,item,,item/treasure
cheap,3076,463,item,stuff/commerce,economy
chisel,3544,126,item,stuff/mundane,item/tools
chunk,499,380,item,stuff/mundane,items
circlet,2152,105,item,,attire/accessory/jewelry
circlet,2198,105,item,,item/treasure
circular,3475,380,item,,round-things
clear,2805,2912,item,,item
cloak,73,1452,item,,attire/garment
cloth,80,889,item,,attire/garment
clothes,76,830,item,,attire/garment
